Data,N°,Item,Atividade,Realizado,Unidade,Porcentagem,Status,H. Inicio,H. Fim,Total de horas,Comentário,Modelo
"=""22/05/2023""","=""341""","=""""","=""PROJETO PORTO NORTE
AMPLIAÇÃO DOS PÁTIOS
TR-3150KP-43
TR-313K-87
PROJETO 240 MTPA

ARMAZENAMENTO E PRESERVAÇÃO DOS MATERIAIS UTILIZADOS NA MONTAGEM NO TRANSPORTADOR DE CORREIA TR-313K-87.
Realizado verificação no armazenamento e preservação dos materiais a serem instalados no transportador de correia TR-313K-87 e identificados desvios no armazenamento dos suportes das telas das proteções laterais. 

SOLDAGEM DAS LINHAS DO SISTEMA DE PROTEÇÃO E COMBATE A INCÊNDIO (SPCI) DO TRANSPORTADOR DE CORREIA TR-3150KP-43 / CT-3150KP-01 / TR-313K-87.
Realizado verificação no processo de soldagem e ensaios não destrutivos executados nas linhas do sistema de proteção e combate a incêndio dos transportadores de correia TR-3150KP-43 / TR-313K-87 / CT-3150KP-01.

PROCEDIMENTOS VALE

ES-S-401 Montagem Estrutura Metálica 
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Allyson Peixoto"""
"=""22/05/2023""","=""373""","=""""","=""PROJETO PORTO NORTE CORRENTES
PATIO NORTE 
RP-313K-02
PIACENTINI 

ACOMPANHAMENTO DE SOLDAGEM
Realizado acompanhamento de processo de soldagem aluminotermica em trilhos da RP-313K-02


 PROCEDIMENTOS  VALE
ES-S-401 Montagem-Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
EG-M-402 Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
PR-C-013 Preservação de Materiais Projetos rev. 0
EG-G-401_Embal_Identif_Manus_Armaz_Preserv_Embarque_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Áttila Souza"""
"=""22/05/2023""","=""11""","=""""","=""PROJETO 240 MTPA
CT-SI-3150KP-01
ENESA

INSPEÇÃO DE ÁREA SILO CT 3150 KP 01
Realizado inspeção em colunas verticalizadas.

PROCEDIMENTOS VALE:

ES-S-401 Montagem Estrutura Metálica 
PNR 000048 Integridade Estrutural - Estruturas de Aço
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Clodomir Paixão Junior"""
"=""22/05/2023""","=""11""","=""""","=""PROJETO 240MTPA 
RP-313KP-09
TR-313K-91 
ENESA

MONTAGEM DA PLATAFORMA DE MANUTENÇÃO DA LANÇA RP-313KP-09.
Acompanhando montagem da plataforma de manutenção do motor hidráulico da roda de caçamba.

PROCEDIMENTOS  VALE
ES-S-401 Montagem - Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
EG-M-402 Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
PR-C-013 Preservação de Materiais Projetos rev. 0
EG-G-401_Embal_Identif_Manus_Armaz_Preserv_Embarque_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Bruno Costa Fernandes"""
"=""22/05/2023""","=""6""","=""""","=""01 - Controle da Qualidade (Power Bi) - Atualização""","=""""","=""""","=""""","=""Concluída""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""22/05/2023""","=""6""","=""""","=""02 - Envio do relatório BMS 26""","=""""","=""""","=""""","=""Concluída""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""22/05/2023""","=""6""","=""""","=""03 - Análise de entrega de relatórios e metricas dos inspetores.""","=""""","=""""","=""""","=""Concluída""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""22/05/2023""","=""372""","=""""","=""* PIACENTINI:( REVITALIZAÇÃO DO CAMINHO DE ROLAMENTO DA EP-313K-02)
RI-372- PERFURATRIZ EM MANUTENÇÃO DE ESTACAS HÉLICE CONTÍNUA LADO PÁTIO C
RI-372- EQUIPE REALIZANDO ATIVIDADES DE LABORATÓRIO

* PIACENTINI:( AMPLIAÇÃO DO PÁTIOS SUL-230)
RI-372- ESCAVAÇÃO LIMPEZA E ORGANIZAÇÃO DA ÁREA   LADO A/B DO TIE-IN 83/93

* PIACENTINI:( PÁTIO DO ESTACIONAMENTO DA 240)
RI-372- EXECUÇÃO DE DRENO CEGO, LIMPEZA E ORGANIZAÇÃO DA ÁREA 

* PIACENTINI:(AMPLIAÇÃO DA TORRE DE AMOSTRAGEM ST-314K-03.
RI- 372- APLICAÇÃO DE AREIA NO REATERRO DOS BLOCOS DE REFORÇO.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Robson Mota"""
"=""22/05/2023""","=""304""","=""""","=""PROGRAMAÇÃO PARA O DIA 22/05/2023, SEGUNDA-FEIRA .

EMPRESA: Sanches Tripoloni / Ductor

OBRA: Ampliação dos Pátios Sul 

ATIVIDADE: Início do levantamento topográfico nas cabeceiras dos Pátios Sul entre os TR's 80 ao 85 para as built e identificação de pendências de Pavimentação (CBUQ), drenagens, caixas de passagens de elétricas e drenagem, taludes.

Atividade solicitada pela gestão Vale (Tacila)
Autorizado pela MCA (Sérgio Marcatto)
Aprovado para realização pela Ductor (Preposto Sérgio Lima)""","=""""","=""""","=""""","=""Não executada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""22/05/2023""","=""304""","=""""","=""PROGRAMAÇÃO PARA O DIA 23/05/2023, TERÇA-FEIRA .

EMPRESA: Sanches Tripoloni/ Ductor

OBRA: Ampliação dos Pátios Sul 

ATIVIDADE: Continuação do levantamento topográfico nas cabeceiras dos Pátios Sul entre os TR's 80 ao 85 para as built e identificação de pendências de Pavimentação (CBUQ), drenagens, caixas de passagens de elétricas e drenagem, taludes.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""22/05/2023""","=""304""","=""""","=""PROGRAMAÇÃO PARA O DIA 24/05/2023, QUARTA-FEIRA .

EMPRESA: Sanches Tripoloni/ Ductor

OBRA: Ampliação dos Pátios Sul 

ATIVIDADE: Continuação do levantamento topográfico nas cabeceiras dos Pátios Sul entre os TR's 80 ao 85 para as built e identificação de pendências de Pavimentação (CBUQ), drenagens, caixas de passagens de elétricas e drenagem, taludes.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""22/05/2023""","=""304""","=""""","=""PROGRAMAÇÃO PARA O DIA 25/05/2023, QUINTA-FEIRA .

EMPRESA: Sanches Tripoloni/ Ductor

OBRA: Ampliação dos Pátios Sul 

ATIVIDADE: Continuação do levantamento topográfico nas cabeceiras dos Pátios Sul entre os TR's 80 ao 85 para as built e identificação de pendências de Pavimentação (CBUQ), drenagens, caixas de passagens de elétricas e drenagem, taludes.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""22/05/2023""","=""304""","=""""","=""PROGRAMAÇÃO PARA O DIA 26/05/2023, SEXTA-FEIRA .

EMPRESA: Sanches Tripoloni/ Ductor

OBRA: Ampliação dos Pátios Sul 

ATIVIDADE: Processamento de dados do levantamento topográfico nas cabeceiras dos Pátios Sul entre os TR's 80 ao 85 para as built e identificação de pendências de Pavimentação (CBUQ), drenagens, caixas de passagens de elétricas e drenagem, taludes.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""22/05/2023""","=""360""","=""""","=""➡ PROJETO PORTO NORTE - S11D.

➡ AMPLIAÇÃO DOS PÁTIOS SUL - S11D.

➡ INTERFERÊNCIA.

➡ PROJETO 240 MTPA.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Sergio Henrique Pinho """
"=""22/05/2023""","=""360""","=""""","=""* PROCEDIMENTOS UTILIZADOS:

*   NBR 5410/2004 Instalações elétricas de baixa tensão 
*   NR 10/2008 Segurança em Instalações e Serviços em Eletricidade
*   ES-M-401_Montagem_Eletromecanica_Rev_5
*   EG-M-402_Tratam_Superf_Pintura_Protecao_Acabamento_Rev_15
*   PR-G-363_Elaboracao_Data_Book_Rev_3
*   ES-G-402_Inspeçao_Rev_5
*   NBR 5419/2015 - proteção de estrutura contra descarga atemosférica.
*   NBR 14039 - instalações elétrica de alta tenção
*   CP-E-501_Eletrica_Rev_1.
*   NBR 17240 – Sistemas de detecção e alarme de incêndio.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Sergio Henrique Pinho """
"=""22/05/2023""","=""360""","=""""","=""✅    INSPEÇÃO DE QUALIDADE.

✅    MONTAGEM ELETROMECÂNICA.
    
✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Sergio Henrique Pinho """
"=""20/05/2023""","=""9""","=""""","=""PROJETO 240MTPA 
RP-313KP-09
TR-313K-91 
ENESA
INSPEÇÃO DA CALIBRAÇÃO DE TORQUIMETROS RP-313KP-09.
Aferição da calibração dos torquimetros usados na montagem do RP-09. 

PROCEDIMENTOS  VALE
ES-S-401 Montagem - Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
EG-M-402 Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
PR-C-013 Preservação de Materiais Projetos rev. 0
EG-G-401_Embal_Identif_Manus_Armaz_Preserv_Embarque_Rev_5""","=""2""","=""Und""","=""""","=""Concluída""","=""09:00""","=""11:30""","=""02:30""","=""""","=""Report Diário de Inspeção I Bruno Costa Fernandes"""
"=""20/05/2023""","=""353""","=""""","=""01- ANALISE DOCUMENTACAO DE PROTOCOLO - SANCHES""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Cosmilene Costa"""
"=""20/05/2023""","=""372""","=""""","=""PROJETO 240MTPA 
SI-3150KP-01 
CT-3150KP-01 
ENESA

ACOMPANHAMENTO DE MONTAGEM
Realizado acompanhamento de ajuste de juntas verticais da bifurcação do silo 


 PROCEDIMENTOS  VALE
ES-S-401 Montagem-Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
EG-M-402 Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
PR-C-013 Preservação de Materiais Projetos rev. 0
EG-G-401_Embal_Identif_Manus_Armaz_Preserv_Embarque_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Áttila Souza"""
"=""20/05/2023""","=""348""","=""""","=""SANCHES TRIPOLONI
PORTO NORTE
AMPLIAÇÃO DOS PATIOS
EMPRESA :  SANCHES TRIPOLONI

* INSPEÇÃO DE QUALIDADE

- Montagem tubulação Sistema e Abastecimento água Bacia Oeste
- Soldagem  tubulação Sistema e Abastecimento de água Bacia Oeste

* SERVIÇOS PREVISTOS 22/05/2023

- Montagem tubulação Sistema e Abastecimento água Bacia Oeste
- Soldagem  tubulação Sistema e Abastecimento de água Bacia Oeste""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""20/05/2023""","=""348""","=""""","=""PORTO NORTE
EMPRESAS: ENESA 
AMPLIAÇÃO DOS PATIOS
TR-313K-43 TRANSPORTADOR
TR-313K-87 TRANSPORTADOR
TR-313K-91 TRANSPORTADOR
CT-215 CASA DE TRANSFERÊNCIA


*INSPEÇÃO QUALIDADE

- Montagem das estruturas do TR-43
- Montagem das estruturas do TR 91

* SERVIÇOS PREVISTOS 22/05/2023

- Montagem das estruturas do TR-43
- Montagem estrutura metálica CT215
- Montagem das estruturas do TR 87
- Montagem das estruturas do TR 91""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""20/05/2023""","=""348""","=""""","=""Procedimentos VALE Acompanhados:
PNR-00024
EG-M-402 - Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
ES-S-401 - Montagem-Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
ES-T-401_Montagem_Tubulacoes_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""20/05/2023""","=""10""","=""""","=""PROJETO 240 MTPA
CT-SI-3150KP-01
ENESA

INSPEÇÃO NO PROCESSO DE AJUSTE DA BIFURCAÇÃO SILO CT 3150 KP 01
Realizado inspeção no processo de ajuste para soldagem na estrutura do silo.

PROCEDIMENTOS VALE:

ES-S-401 Montagem Estrutura Metálica 
PNR 000048 Integridade Estrutural - Estruturas de Aço
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Clodomir Paixão Junior"""
"=""20/05/2023""","=""371""","=""""","=""* PIACENTINI:( REVITALIZAÇÃO DO CAMINHO DE ROLAMENTO DA EP-313K-02)
RI-371- PERFURAÇÃO E CONCRETAGEM DE ESTACAS HÉLICE CONTÍNUA LADO PÁTIO C
RI-371- REALIZAÇÃO DO CONTROLE TECNOLÓGICO DO CONCRETO APLICADO

* PIACENTINI:( AMPLIAÇÃO DO PÁTIOS SUL-230)
RI-371- CARREGAMENTO PARA ESTOQUE DE AREIA, DRENAGEM DA ESCAVAÇÃO LIMPEZA E ORGANIZAÇÃO DA ÁREA   LADO A/B DO TIE-IN 83/93

* PIACENTINI:( PÁTIO DO ESTACIONAMENTO DA 240)
RI-371- CONCRETAGEM DE CALÇADA  EM TORNO DO PÁTIO DO ESTACIONAMENTO
RI-371- APLICAÇÃO DE CAMADA DE RACHÃO NO PÁTIO DO ESTACIONAMENTO

* PIACENTINI:(AMPLIAÇÃO DA TORRE DE AMOSTRAGEM ST-314K-03.
RI- 371- APLICAÇÃO DE AREIA NO REATERRO DOS BLOCOS DE REFORÇO.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Robson Mota"""
"=""20/05/2023""","=""359""","=""""","=""➡ PROJETO PORTO NORTE - S11D.

➡ AMPLIAÇÃO DOS PÁTIOS SUL - S11D.

➡ INTERFERÊNCIA.

➡ PROJETO 240 MTPA.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Sergio Henrique Pinho """
"=""20/05/2023""","=""359""","=""""","=""* PROCEDIMENTOS UTILIZADOS:

*   NBR 5410/2004 Instalações elétricas de baixa tensão 
*   NR 10/2008 Segurança em Instalações e Serviços em Eletricidade
*   ES-M-401_Montagem_Eletromecanica_Rev_5
*   EG-M-402_Tratam_Superf_Pintura_Protecao_Acabamento_Rev_15
*   PR-G-363_Elaboracao_Data_Book_Rev_3
*   ES-G-402_Inspeçao_Rev_5
*   NBR 5419/2015 - proteção de estrutura contra descarga atemosférica.
*   NBR 14039 - instalações elétrica de alta tenção
*   CP-E-501_Eletrica_Rev_1.
*   NBR 17240 – Sistemas de detecção e alarme de incêndio.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Sergio Henrique Pinho """
"=""20/05/2023""","=""359""","=""""","=""✅    INSPEÇÃO DE QUALIDADE.

✅    MONTAGEM ELETROMECÂNICA.
    
✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Sergio Henrique Pinho """
"=""20/05/2023""","=""340""","=""""","=""PROJETO PORTO NORTE
AMPLIAÇÃO DOS PÁTIOS
TR-3150KP-43
TR-313K-87
PROJETO 240 MTPA

ARMAZENAMENTO E PRESERVAÇÃO DOS MATERIAIS UTILIZADOS NA MONTAGEM NO TRANSPORTADOR DE CORREIA TR-313K-87.
Realizado verificação no armazenamento e preservação dos materiais a serem instalados no transportador de correia TR-313K-87 e identificados desvios sendo correção.

SOLDAGEM DAS LINHAS DO SISTEMA DE PROTEÇÃO E COMBATE A INCÊNDIO (SPCI) DO TRANSPORTADOR DE CORREIA TR-3150KP-43 / CT-3150KP-01 / TR-313K-87.
Realizado verificação no processo de soldagem e ensaios não destrutivos executados nas linhas do sistema de proteção e combate a incêndio dos transportadores de correia TR-3150KP-43 / TR-313K-87 / CT-3150KP-01.

INSPEÇÃO DE QUALIDADE NA MONTAGEM DO TRANSPORTADOR DE CORREIA TR-313K-87.
Realizado inspeção de qualidade na montagem das estruturas do transportador de correia TR-313K-87 e identificados alguns pontos a serem ajustados para atendimento ao procedimento.

PROCEDIMENTOS VALE

ES-S-401 Montagem Estrutura Metálica 
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Allyson Peixoto"""
"=""19/05/2023""","=""10""","=""""","=""PROJETO 240MTPA 
RP-313KP-09
TR-313K-91 
ENESA
VISUAL DE SOLDA PASSARELA PARTE SUPERIOR DA LANÇA RP-313KP-09.
Acompanhamento de visual de soldagem na viga de sustentação da passarela parte superior da lança.
DF-3130KP-M-80009-M-501108

PROCEDIMENTOS  VALE
ES-S-401 Montagem - Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
EG-M-402 Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
PR-C-013 Preservação de Materiais Projetos rev. 0
EG-G-401_Embal_Identif_Manus_Armaz_Preserv_Embarque_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Bruno Costa Fernandes"""
"=""19/05/2023""","=""87""","=""""","=""PROJETO PORTO NORTE - S11D""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""19/05/2023""","=""87""","=""""","=""1- Aplicação de lista de verificação""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""19/05/2023""","=""87""","=""""","=""PROCEDIMENTOS UTILIZADOS:

- NBR 5410/2004 Instalações elétricas de baixa tensão 
- NR 10/2008 Segurança em Instalações e Serviços em Eletricidade
- NBR 7310 Armazenamento, transporte e utilização de bobinas com fios, cabos ou cordoalhas de aço
-NBR 5419 Proteção contra descargas atmosféricas - parte 3: danos físicos a estruturas e perigos a vida
- ES-M-401_Montagem_Eletromecanica_Rev_5
- EG-M-402_Tratam_Superf_Pintura_Protecao_Acabamento_Rev_15
- PR-G-363_Elaboracao_Data_Book_Rev_3
- ES-G-402_Inspecao_Rev_5
- CP-E-501_Eletrica_Rev_14""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""19/05/2023""","=""371""","=""""","=""PROJETO 240MTPA 
SI-3150KP-01 
CT-3150KP-01 
ENESA

ACOMPANHAMENTO DE ENSAIO NÃO DESTRUTIVO 
Realizado acompanhamento de teste de sensibilidade de lotes de kit penetrante/revelador da marca metalcheck

 PROCEDIMENTOS  VALE
ES-S-401 Montagem-Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
EG-M-402 Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
PR-C-013 Preservação de Materiais Projetos rev. 0
EG-G-401_Embal_Identif_Manus_Armaz_Preserv_Embarque_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Áttila Souza"""
"=""19/05/2023""","=""218""","=""""","=""EMPRESA : OMEGA SERVICE
》Fabricação de  estrutura suporte de roldanas para cabeça movel TR313-K-88/89 .

Atividade tem como objetivo controlar a qualidade, bem como verificar os requisitos técnicos das especificações se estão sendo executados conforme as mesmas .""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Gilton Montelo"""
"=""19/05/2023""","=""218""","=""""","=""PROCEDIMENTOS  VALE
PR-E-261 Procedimento para inspeção de solda rev.2
ES-S-401 Montagem-Estrutura Metálica 
PR-E-255 Inspeção - Estruturas Metálicas rev.3
EG-M-402 Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
EG-G-401_Embal_Identif_Manus_Armaz_Preserv_Embarque_Rev_5
PR-E-275 Procedimento para inspeção  de pintura e galvanização .""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Gilton Montelo"""
"=""19/05/2023""","=""347""","=""""","=""SANCHES TRIPOLONI
PORTO NORTE
AMPLIAÇÃO DOS PATIOS
EMPRESA :  SANCHES TRIPOLONI

* INSPEÇÃO DE QUALIDADE

- Montagem tubulação Sistema e Abastecimento água Bacia Oeste
- Soldagem  tubulação Sistema e Abastecimento de água Bacia Oeste

* SERVIÇOS PREVISTOS 20/05/2023

- Montagem tubulação Sistema e Abastecimento água Bacia Oeste
- Soldagem  tubulação Sistema e Abastecimento de água Bacia Oeste""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""19/05/2023""","=""347""","=""""","=""PORTO NORTE
EMPRESAS: ENESA 
AMPLIAÇÃO DOS PATIOS
TR-313K-43 TRANSPORTADOR
TR-313K-87 TRANSPORTADOR
TR-313K-91 TRANSPORTADOR
CT-215 CASA DE TRANSFERÊNCIA


*INSPEÇÃO QUALIDADE

- Montagem das estruturas do TR-43
- Montagem das estruturas do TR 91

* SERVIÇOS PREVISTOS 20/05/2023

- Montagem das estruturas do TR-43
- Montagem estrutura metálica CT215
- Montagem das estruturas do TR 87
- Montagem das estruturas do TR 91""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""19/05/2023""","=""347""","=""""","=""Procedimentos VALE Acompanhados:
PNR-00024
EG-M-402 - Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
ES-S-401 - Montagem-Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
ES-T-401_Montagem_Tubulacoes_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""19/05/2023""","=""303""","=""""","=""PROGRAMAÇÃO PARA O DIA 15/05/2023, SEGUNDA-FEIRA .

EMPRESA: Enesa Engenharia

OBRA: Programa 240 MTPA

ATIVIDADE: Acompanhamento junto à equipe de topografia Enesa Engenharia na atividade do nivelamento dos calços para assentamento das colunas metálicas das colunas to transportador TR-313K-87. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""19/05/2023""","=""303""","=""""","=""PROGRAMAÇÃO PARA O DIA 16/05/2023, TERÇA-FEIRA .

EMPRESA: Enesa Engenharia

OBRA: Programa 240 MTPA

ATIVIDADE: Levantamento topográfico para verificação de possíveis interferências da passarela do TR-313K-91 com TR-313K-81. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""19/05/2023""","=""303""","=""""","=""PROGRAMAÇÃO PARA O DIA 17/05/2023, QUARTA-FEIRA .

EMPRESA: Piacentini

OBRA: Ampliação da Torre de Amostragem ST-314K-03

ATIVIDADE: Verificação topográfica de eixos, fôrmas e armações das bases do reforço da fundação da Torre de Amostragem. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""19/05/2023""","=""303""","=""""","=""PROGRAMAÇÃO PARA O DIA 18/05/2023, QUINTA-FEIRA .

EMPRESA: Enesa Engenharia

OBRA: Programa 240 MTPA

ATIVIDADE: 

Cabeceira oeste TR-313K-91. Alinhamento e verticalidade de colunas;
Locação de eixos para o alinhamento do chut de descarga.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""19/05/2023""","=""303""","=""""","=""PROGRAMAÇÃO PARA O DIA 19/05/2023, SEXTA-FEIRA .

EMPRESA: Enesa Engenharia

OBRA: Programa 240 MTPA

ATIVIDADE: Verificação topográfica do nivelamento de calços dos acionamentos do TR-313K-91 para liberação de documentação e início da montagem da estrutura.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""19/05/2023""","=""352""","=""""","=""01 -GESTÃO DE NÃO CONFORMIDADES - RNC""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Cosmilene Costa"""
"=""19/05/2023""","=""352""","=""""","=""02 - GESTÃO DE ROTINA DIARIA - RNC'S E CTE/NAP""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Cosmilene Costa"""
"=""19/05/2023""","=""352""","=""""","=""03- APLICAÇÃO DE LISTA DE VERIFICAÇÃO PROJETOS - PIACENTINI - TORRE DE AMOSTRAGEM""","=""""","=""""","=""""","=""Concluída""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Cosmilene Costa"""
"=""19/05/2023""","=""352""","=""""","=""04- PLANO DE AÇÃO DE RNC'S - SANCHES""","=""""","=""""","=""""","=""Concluída""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Cosmilene Costa"""
